order_details_id,order_id,pizza_id,quantity,orders_date,orders_time
187,79,pep_msh_pep_s,1,2/1/2015,12:29:11 PM
188,79,thai_ckn_l,1,2/1/2015,12:29:11 PM
189,80,pepperoni_s,1,2/1/2015,12:35:38 PM
190,80,thai_ckn_m,1,2/1/2015,12:35:38 PM
191,81,thai_ckn_l,1,2/1/2015,12:40:01 PM
192,82,big_meat_s,1,2/1/2015,12:45:51 PM
193,82,cali_ckn_m,1,2/1/2015,12:45:51 PM
194,82,spicy_ital_l,1,2/1/2015,12:45:51 PM
195,82,veggie_veg_m,1,2/1/2015,12:45:51 PM
196,83,southw_ckn_s,1,2/1/2015,12:53:27 PM
197,84,pepperoni_l,1,2/1/2015,1:13:41 PM
198,85,classic_dlx_m,1,2/1/2015,1:34:49 PM
199,85,classic_dlx_s,1,2/1/2015,1:34:49 PM
200,85,ital_supr_l,1,2/1/2015,1:34:49 PM
201,85,the_greek_m,1,2/1/2015,1:34:49 PM
202,86,hawaiian_l,1,2/1/2015,1:40:31 PM
203,87,ital_cpcllo_m,1,2/1/2015,2:01:02 PM
204,87,mexicana_m,1,2/1/2015,2:01:02 PM
205,87,spinach_supr_l,1,2/1/2015,2:01:02 PM
206,87,spinach_supr_s,1,2/1/2015,2:01:02 PM
207,88,five_cheese_l,1,2/1/2015,2:10:08 PM
208,89,soppressata_l,1,2/1/2015,2:30:19 PM
209,89,thai_ckn_l,1,2/1/2015,2:30:19 PM
210,90,sicilian_l,1,2/1/2015,3:08:48 PM
211,90,thai_ckn_s,1,2/1/2015,3:08:48 PM
212,91,bbq_ckn_l,2,2/1/2015,3:14:43 PM
213,91,ckn_pesto_s,1,2/1/2015,3:14:43 PM
214,91,pepperoni_s,1,2/1/2015,3:14:43 PM
215,92,bbq_ckn_m,1,2/1/2015,3:17:02 PM
216,92,ital_supr_l,1,2/1/2015,3:17:02 PM
217,92,ital_supr_m,1,2/1/2015,3:17:02 PM
218,92,ital_veggie_s,1,2/1/2015,3:17:02 PM
219,92,pepperoni_m,1,2/1/2015,3:17:02 PM
220,92,peppr_salami_m,1,2/1/2015,3:17:02 PM
221,92,spinach_fet_s,1,2/1/2015,3:17:02 PM
222,92,spinach_supr_s,1,2/1/2015,3:17:02 PM
223,92,the_greek_m,2,2/1/2015,3:17:02 PM
224,93,sicilian_m,1,2/1/2015,3:29:31 PM
225,94,ital_cpcllo_m,1,2/1/2015,4:17:16 PM
226,94,southw_ckn_s,1,2/1/2015,4:17:16 PM
227,95,napolitana_s,1,2/1/2015,4:18:04 PM
228,95,peppr_salami_l,1,2/1/2015,4:18:04 PM
229,96,napolitana_s,1,2/1/2015,4:21:20 PM
230,97,big_meat_s,1,2/1/2015,4:45:33 PM
231,98,classic_dlx_l,1,2/1/2015,5:18:18 PM
232,98,napolitana_l,1,2/1/2015,5:18:18 PM
233,99,ital_supr_l,1,2/1/2015,5:45:42 PM
234,100,hawaiian_l,1,2/1/2015,5:46:17 PM
235,101,cali_ckn_l,1,2/1/2015,5:51:33 PM
236,101,pepperoni_l,1,2/1/2015,5:51:33 PM
237,101,soppressata_l,1,2/1/2015,5:51:33 PM
238,101,spicy_ital_m,1,2/1/2015,5:51:33 PM
239,102,bbq_ckn_s,1,2/1/2015,5:54:04 PM
240,102,prsc_argla_s,1,2/1/2015,5:54:04 PM
241,103,spinach_supr_s,1,2/1/2015,6:02:09 PM
242,104,bbq_ckn_m,1,2/1/2015,6:02:12 PM
243,104,ckn_alfredo_m,1,2/1/2015,6:02:12 PM
244,104,ital_veggie_m,1,2/1/2015,6:02:12 PM
245,104,veggie_veg_l,1,2/1/2015,6:02:12 PM
246,105,hawaiian_s,2,2/1/2015,6:12:01 PM
247,105,pepperoni_l,1,2/1/2015,6:12:01 PM
248,105,prsc_argla_m,1,2/1/2015,6:12:01 PM
249,106,mexicana_l,1,2/1/2015,6:12:13 PM
250,106,spicy_ital_l,1,2/1/2015,6:12:13 PM
251,107,cali_ckn_l,1,2/1/2015,6:25:09 PM
252,107,ital_supr_m,1,2/1/2015,6:25:09 PM
253,107,spicy_ital_l,1,2/1/2015,6:25:09 PM
254,107,veggie_veg_l,1,2/1/2015,6:25:09 PM
255,108,classic_dlx_l,1,2/1/2015,6:25:25 PM
256,108,hawaiian_l,1,2/1/2015,6:25:25 PM
257,108,spinach_supr_l,1,2/1/2015,6:25:25 PM
258,109,ital_cpcllo_l,1,2/1/2015,6:27:50 PM
259,109,ital_supr_l,1,2/1/2015,6:27:50 PM
260,109,pepperoni_m,1,2/1/2015,6:27:50 PM
261,109,prsc_argla_l,1,2/1/2015,6:27:50 PM
262,110,big_meat_s,1,2/1/2015,6:36:19 PM
263,110,napolitana_l,1,2/1/2015,6:36:19 PM
264,110,soppressata_l,1,2/1/2015,6:36:19 PM
265,110,spicy_ital_s,1,2/1/2015,6:36:19 PM
266,111,cali_ckn_m,1,2/1/2015,6:38:01 PM
267,111,five_cheese_l,1,2/1/2015,6:38:01 PM
268,111,pepperoni_m,1,2/1/2015,6:38:01 PM
269,111,spin_pesto_l,1,2/1/2015,6:38:01 PM
270,112,pepperoni_s,1,2/1/2015,6:41:40 PM
271,113,cali_ckn_l,1,2/1/2015,6:50:21 PM
272,113,mexicana_l,1,2/1/2015,6:50:21 PM
273,113,southw_ckn_m,1,2/1/2015,6:50:21 PM
274,114,pepperoni_l,1,2/1/2015,6:59:32 PM
275,114,sicilian_s,1,2/1/2015,6:59:32 PM
276,115,big_meat_s,1,2/1/2015,7:05:17 PM
277,115,napolitana_l,1,2/1/2015,7:05:17 PM
278,115,thai_ckn_m,1,2/1/2015,7:05:17 PM
279,116,five_cheese_l,1,2/1/2015,7:18:49 PM
280,117,peppr_salami_m,1,2/1/2015,7:23:02 PM
281,117,sicilian_l,1,2/1/2015,7:23:02 PM
282,118,prsc_argla_l,1,2/1/2015,7:26:59 PM
283,118,spinach_fet_s,1,2/1/2015,7:26:59 PM
284,119,four_cheese_m,1,2/1/2015,7:32:29 PM
285,120,classic_dlx_s,1,2/1/2015,7:35:07 PM
286,120,hawaiian_s,1,2/1/2015,7:35:07 PM
287,120,spinach_fet_l,1,2/1/2015,7:35:07 PM
288,121,bbq_ckn_m,1,2/1/2015,7:38:48 PM
289,121,four_cheese_l,1,2/1/2015,7:38:48 PM
290,121,sicilian_l,1,2/1/2015,7:38:48 PM
291,121,southw_ckn_l,1,2/1/2015,7:38:48 PM
292,122,ital_supr_m,1,2/1/2015,7:50:19 PM
293,123,ital_cpcllo_s,1,2/1/2015,8:12:09 PM
294,124,bbq_ckn_s,1,2/1/2015,8:12:34 PM
295,124,sicilian_l,1,2/1/2015,8:12:34 PM
296,124,spicy_ital_l,1,2/1/2015,8:12:34 PM
297,124,the_greek_s,1,2/1/2015,8:12:34 PM
298,125,the_greek_xl,1,2/1/2015,8:31:06 PM
299,126,veggie_veg_l,1,2/1/2015,8:53:42 PM
300,127,pepperoni_m,1,2/1/2015,8:58:23 PM
301,128,spicy_ital_s,1,2/1/2015,9:05:06 PM
302,129,big_meat_s,1,2/1/2015,9:13:02 PM
303,129,the_greek_m,1,2/1/2015,9:13:02 PM
304,130,hawaiian_s,1,2/1/2015,9:14:55 PM
305,130,ital_cpcllo_l,1,2/1/2015,9:14:55 PM
306,130,mexicana_m,1,2/1/2015,9:14:55 PM
307,130,southw_ckn_s,1,2/1/2015,9:14:55 PM
308,131,ckn_pesto_l,1,2/1/2015,9:33:10 PM
309,131,five_cheese_l,1,2/1/2015,9:33:10 PM
310,131,green_garden_s,1,2/1/2015,9:33:10 PM
311,131,spinach_supr_s,1,2/1/2015,9:33:10 PM
312,132,pepperoni_s,1,2/1/2015,9:42:45 PM
313,133,bbq_ckn_l,1,2/1/2015,10:00:17 PM
314,133,hawaiian_l,1,2/1/2015,10:00:17 PM
315,133,the_greek_s,1,2/1/2015,10:00:17 PM
316,134,big_meat_s,1,2/1/2015,10:13:24 PM
317,134,southw_ckn_l,1,2/1/2015,10:13:24 PM
318,134,spinach_supr_s,1,2/1/2015,10:13:24 PM
319,135,veggie_veg_l,1,2/1/2015,10:29:34 PM
320,136,five_cheese_l,1,2/1/2015,10:32:49 PM
321,136,peppr_salami_s,1,2/1/2015,10:32:49 PM
322,137,mediterraneo_l,1,3/1/2015,11:34:10 AM
323,137,pepperoni_s,1,3/1/2015,11:34:10 AM
324,137,spicy_ital_m,1,3/1/2015,11:34:10 AM
325,138,cali_ckn_m,1,3/1/2015,11:44:50 AM
326,138,four_cheese_l,1,3/1/2015,11:44:50 AM
327,138,ital_veggie_l,1,3/1/2015,11:44:50 AM
328,138,sicilian_m,1,3/1/2015,11:44:50 AM
329,139,five_cheese_l,1,3/1/2015,11:57:39 AM
330,140,prsc_argla_s,1,3/1/2015,12:26:44 PM
331,140,veggie_veg_m,1,3/1/2015,12:26:44 PM
332,141,classic_dlx_m,1,3/1/2015,1:16:01 PM
333,142,green_garden_m,1,3/1/2015,1:33:59 PM
334,143,cali_ckn_s,1,3/1/2015,1:41:36 PM
335,143,classic_dlx_s,1,3/1/2015,1:41:36 PM
336,143,hawaiian_l,1,3/1/2015,1:41:36 PM
337,143,mexicana_m,1,3/1/2015,1:41:36 PM
338,143,pepperoni_l,1,3/1/2015,1:41:36 PM
339,143,prsc_argla_s,1,3/1/2015,1:41:36 PM
340,143,thai_ckn_l,1,3/1/2015,1:41:36 PM
341,143,veggie_veg_m,1,3/1/2015,1:41:36 PM
342,144,bbq_ckn_m,3,3/1/2015,1:44:28 PM
343,144,big_meat_s,1,3/1/2015,1:44:28 PM
344,144,cali_ckn_l,1,3/1/2015,1:44:28 PM
345,144,ckn_pesto_m,1,3/1/2015,1:44:28 PM
346,144,five_cheese_l,1,3/1/2015,1:44:28 PM
347,144,four_cheese_l,1,3/1/2015,1:44:28 PM
348,144,pep_msh_pep_s,1,3/1/2015,1:44:28 PM
349,144,southw_ckn_l,1,3/1/2015,1:44:28 PM
350,144,southw_ckn_s,1,3/1/2015,1:44:28 PM
351,144,spicy_ital_l,1,3/1/2015,1:44:28 PM
352,144,thai_ckn_m,1,3/1/2015,1:44:28 PM
353,144,veggie_veg_l,1,3/1/2015,1:44:28 PM
354,145,the_greek_s,1,3/1/2015,1:53:48 PM
355,146,cali_ckn_l,1,3/1/2015,2:22:10 PM
356,146,four_cheese_m,1,3/1/2015,2:22:10 PM
357,146,hawaiian_m,1,3/1/2015,2:22:10 PM
358,147,the_greek_xl,1,3/1/2015,2:32:51 PM
359,148,mediterraneo_s,1,3/1/2015,2:40:42 PM
360,149,spinach_fet_m,1,3/1/2015,2:48:45 PM
361,150,pepperoni_m,1,3/1/2015,2:49:58 PM
362,151,southw_ckn_l,1,3/1/2015,3:09:34 PM
363,151,spinach_supr_s,1,3/1/2015,3:09:34 PM
364,152,hawaiian_s,1,3/1/2015,3:09:42 PM
365,152,spinach_fet_l,1,3/1/2015,3:09:42 PM
366,152,thai_ckn_s,1,3/1/2015,3:09:42 PM
367,152,the_greek_m,1,3/1/2015,3:09:42 PM
368,153,mexicana_m,1,3/1/2015,3:16:34 PM
369,154,prsc_argla_s,1,3/1/2015,3:22:43 PM
370,155,ckn_pesto_s,1,3/1/2015,3:28:59 PM
371,155,napolitana_l,1,3/1/2015,3:28:59 PM
372,155,pepperoni_l,1,3/1/2015,3:28:59 PM
373,155,peppr_salami_l,1,3/1/2015,3:28:59 PM
374,156,napolitana_m,1,3/1/2015,3:42:19 PM
375,156,thai_ckn_l,1,3/1/2015,3:42:19 PM
376,157,ital_supr_l,1,3/1/2015,3:43:03 PM
377,157,mediterraneo_m,1,3/1/2015,3:43:03 PM
378,157,sicilian_m,1,3/1/2015,3:43:03 PM
379,157,spin_pesto_m,1,3/1/2015,3:43:03 PM
380,158,ital_veggie_m,1,3/1/2015,3:54:30 PM
381,158,thai_ckn_m,1,3/1/2015,3:54:30 PM
382,159,four_cheese_l,1,3/1/2015,3:59:22 PM
383,159,thai_ckn_m,1,3/1/2015,3:59:22 PM
384,160,classic_dlx_m,1,3/1/2015,4:35:33 PM
385,161,hawaiian_s,1,3/1/2015,4:43:46 PM
386,161,spicy_ital_m,1,3/1/2015,4:43:46 PM
387,161,the_greek_xl,1,3/1/2015,4:43:46 PM
388,162,big_meat_s,1,3/1/2015,4:51:22 PM
389,163,hawaiian_m,1,3/1/2015,4:54:54 PM
390,163,pepperoni_l,1,3/1/2015,4:54:54 PM
391,163,the_greek_m,1,3/1/2015,4:54:54 PM
392,164,cali_ckn_l,1,3/1/2015,4:56:33 PM
393,164,pepperoni_m,1,3/1/2015,4:56:33 PM
394,165,prsc_argla_m,1,3/1/2015,4:57:37 PM
395,166,prsc_argla_s,1,3/1/2015,4:58:51 PM
396,167,bbq_ckn_l,1,3/1/2015,5:00:49 PM
397,167,ital_supr_m,1,3/1/2015,5:00:49 PM
398,167,pepperoni_m,1,3/1/2015,5:00:49 PM
399,168,big_meat_s,1,3/1/2015,5:02:27 PM
400,168,veggie_veg_m,1,3/1/2015,5:02:27 PM
401,169,four_cheese_l,1,3/1/2015,5:15:48 PM
402,169,ital_cpcllo_s,1,3/1/2015,5:15:48 PM
403,169,sicilian_m,1,3/1/2015,5:15:48 PM
404,170,hawaiian_l,1,3/1/2015,5:21:31 PM
405,171,napolitana_m,1,3/1/2015,5:23:03 PM
406,172,napolitana_s,1,3/1/2015,5:29:24 PM
407,172,spinach_supr_m,1,3/1/2015,5:29:24 PM
408,172,thai_ckn_l,1,3/1/2015,5:29:24 PM
409,173,cali_ckn_m,1,3/1/2015,5:35:30 PM
410,173,classic_dlx_m,1,3/1/2015,5:35:30 PM
411,173,veggie_veg_l,1,3/1/2015,5:35:30 PM
412,174,big_meat_s,1,3/1/2015,5:37:49 PM
413,174,cali_ckn_l,1,3/1/2015,5:37:49 PM
414,174,cali_ckn_m,1,3/1/2015,5:37:49 PM
415,174,ital_cpcllo_m,1,3/1/2015,5:37:49 PM
416,175,ital_supr_l,1,3/1/2015,5:50:51 PM
417,176,cali_ckn_l,1,3/1/2015,5:51:57 PM
418,176,peppr_salami_m,1,3/1/2015,5:51:57 PM
419,177,napolitana_s,1,3/1/2015,5:54:36 PM
420,177,thai_ckn_l,1,3/1/2015,5:54:36 PM
421,178,peppr_salami_l,1,3/1/2015,6:15:03 PM
422,179,hawaiian_l,1,3/1/2015,6:20:14 PM
423,179,sicilian_m,1,3/1/2015,6:20:14 PM
424,179,veggie_veg_s,1,3/1/2015,6:20:14 PM
425,180,classic_dlx_l,1,3/1/2015,6:33:34 PM
426,180,prsc_argla_l,1,3/1/2015,6:33:34 PM
427,181,mexicana_l,1,3/1/2015,6:49:32 PM
428,182,brie_carre_s,1,3/1/2015,6:50:10 PM
429,182,peppr_salami_l,1,3/1/2015,6:50:10 PM
430,183,napolitana_m,1,3/1/2015,6:54:55 PM
431,183,spin_pesto_l,1,3/1/2015,6:54:55 PM
432,183,spin_pesto_s,1,3/1/2015,6:54:55 PM
433,184,hawaiian_l,1,3/1/2015,6:59:05 PM
434,185,sicilian_m,1,3/1/2015,7:08:33 PM
435,185,spin_pesto_s,1,3/1/2015,7:08:33 PM
436,186,mexicana_l,1,3/1/2015,7:36:00 PM
437,186,southw_ckn_l,1,3/1/2015,7:36:00 PM
438,186,spin_pesto_l,1,3/1/2015,7:36:00 PM
439,186,thai_ckn_l,1,3/1/2015,7:36:00 PM
440,187,five_cheese_l,1,3/1/2015,7:37:12 PM
441,187,spin_pesto_l,1,3/1/2015,7:37:12 PM
442,188,five_cheese_l,1,3/1/2015,8:08:39 PM
443,188,pepperoni_s,1,3/1/2015,8:08:39 PM
444,188,peppr_salami_l,1,3/1/2015,8:08:39 PM
445,189,big_meat_s,2,3/1/2015,8:12:14 PM
446,189,thai_ckn_s,1,3/1/2015,8:12:14 PM
447,190,bbq_ckn_l,1,3/1/2015,8:14:23 PM
448,190,four_cheese_m,1,3/1/2015,8:14:23 PM
449,190,pep_msh_pep_s,1,3/1/2015,8:14:23 PM
450,190,prsc_argla_l,1,3/1/2015,8:14:23 PM
451,191,cali_ckn_l,1,3/1/2015,8:24:50 PM
452,191,ckn_alfredo_m,1,3/1/2015,8:24:50 PM
453,192,sicilian_s,1,3/1/2015,8:30:08 PM
454,192,southw_ckn_l,1,3/1/2015,8:30:08 PM
455,193,big_meat_s,1,3/1/2015,8:55:47 PM
456,193,cali_ckn_m,1,3/1/2015,8:55:47 PM
